CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_NIVEL_CIRCULA,CONDICION_VIENTO,id
Seco y limpio,Sin luz natural ni artificial,Despejado,,Sin especificar,,360
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,361
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,362
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,363
Otra,"Luz del día natural, solar",Despejado,,Nivel blanco,,364
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,365
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,366
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,367
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,368
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,369
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,370
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,371
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,372
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,373
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,374
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,375
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel negro,,376
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel rojo,,377
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,378
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,379
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,380
Seco y limpio,Sin luz natural y con iluminación artificial encen,Nublado,,Nivel blanco,,381
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,382
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,383
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,384
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,385
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,Viento fuerte,386
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,387
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,388
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,389
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,390
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,391
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,392
Con barro o gravilla suelta,Sin luz natural ni artificial,Lluvia débil,,Nivel blanco,,393
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,394
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,395
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,396
Mojado,"Luz del día natural, solar",Nublado,,Nivel blanco,,397
Seco y limpio,Sin luz natural y con iluminación artificial encen,Nublado,,Nivel blanco,,398
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,399
Mojado,Sin luz natural ni artificial,Nublado,,Nivel blanco,,400
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,401
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,402
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,403
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,404
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,405
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,406
Mojado,"Luz del día natural, solar",Nublado,,Nivel blanco,,407
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,408
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,409
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Se desconoce,,410
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,411
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel verde,,412
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,413
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,414
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,415
Seco y limpio,Sin luz natural ni artificial,Despejado,,Sin especificar,,416
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,417
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,418
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,419
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,420
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,421
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,422
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,423
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,424
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,425
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,426
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,427
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,428
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,429
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,430
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,431
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,432
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,433
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,434
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,435
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,436
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,437
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Nublado,,Nivel verde,,438
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel amarillo,,439
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,440
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,441
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,442
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,443
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,444
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,445
Seco y limpio,Sin luz natural y con iluminación artificial encen,Nublado,,Nivel amarillo,,446
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,447
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,448
Mojado,"Luz del día natural, solar",Despejado,,Sin especificar,,449
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,450
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,451
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,452
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,453
Seco y limpio,Sin luz natural y con iluminación artificial encen,Nublado,,Sin especificar,,454
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,455
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,456
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,457
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,458
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,459
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,460
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,461
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,462
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel rojo,,463
Seco y limpio,Sin luz natural y con iluminación artificial encen,Nublado,,Nivel verde,,464
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,465
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,466
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,467
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,468
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,469
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,470
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,471
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,472
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,473
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,474
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,475
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,476
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,477
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel verde,,478
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,479
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,480
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,481
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,482
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,483
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,484
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,485
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,486
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,487
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,488
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,489
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,490
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,491
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,492
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel verde,,493
Con aceite,"Luz del día natural, solar",Lluvia débil,,Nivel amarillo,,494
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,495
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,496
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,497
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,498
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,499
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,500
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,501
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel verde,,502
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,503
Mojado,"Amanecer o atardecer, con luz artificial",Nublado,,Nivel amarillo,,504
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel amarillo,,505
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,506
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,507
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,508
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,509
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,510
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,511
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,512
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,513
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,514
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,515
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,516
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,517
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel rojo,,518
Seco y limpio,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,519
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,520
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,521
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,522
Con aceite,"Luz del día natural, solar",Despejado,,Sin especificar,,523
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,524
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,525
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,526
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Nublado,,Sin especificar,,527
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,528
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,529
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,530
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,531
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,532
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,533
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,534
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,535
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,536
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,537
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,538
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel verde,,539
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,540
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,541
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,542
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,543
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,544
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,545
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,546
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,547
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,548
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,549
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,550
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,551
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,552
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,553
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,554
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,555
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel verde,,556
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,557
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,558
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,559
Seco y limpio,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,560
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,561
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,562
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,563
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,564
Con aceite,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel amarillo,,565
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,566
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,567
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,568
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,569
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,570
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,571
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,572
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,573
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,574
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,575
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,576
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,577
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,578
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,579
Seco y limpio,Sin luz natural ni artificial,Despejado,,Sin especificar,,580
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,581
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Sin especificar,,582
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,583
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,584
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,585
