CARRETERA_CRUCE,CARRETERA,TIPO_VIA,TITULARIDAD_VIA,SENTIDO_1F,id
,No inventariada,Calle,Municipal,Se desconoce,500
,No inventariada,Calle,Municipal,Se desconoce,501
,No inventariada,Calle,Municipal,Se desconoce,502
,No inventariada,Calle,Municipal,Se desconoce,503
,No inventariada,Calle,Municipal,Se desconoce,504
,No inventariada,Calle,Municipal,Se desconoce,505
,No inventariada,Calle,Municipal,Se desconoce,506
,No inventariada,Calle,Municipal,Se desconoce,507
,No inventariada,Calle,Municipal,Se desconoce,508
,No inventariada,Calle,Municipal,Se desconoce,509
,No inventariada,Calle,Municipal,Se desconoce,510
,No inventariada,Calle,Municipal,Se desconoce,511
,No inventariada,Calle,Municipal,Se desconoce,512
,No inventariada,Calle,Municipal,Se desconoce,513
,No inventariada,Calle,Municipal,Se desconoce,514
,No inventariada,Calle,Municipal,Se desconoce,515
,No inventariada,Calle,Municipal,Se desconoce,516
,No inventariada,Calle,Municipal,Se desconoce,517
,No inventariada,Calle,Municipal,Se desconoce,518
,No inventariada,Calle,Municipal,Se desconoce,519
,No inventariada,Calle,Municipal,Se desconoce,520
,No inventariada,Calle,Municipal,Se desconoce,521
,No inventariada,Calle,Municipal,Se desconoce,522
,No inventariada,Calle,Municipal,Se desconoce,523
,No inventariada,Calle,Municipal,Se desconoce,524
,No inventariada,Calle,Municipal,Se desconoce,525
,No inventariada,Calle,Municipal,Se desconoce,526
,No inventariada,Calle,Municipal,Se desconoce,527
,No inventariada,Calle,Municipal,Se desconoce,528
,No inventariada,Calle,Municipal,Se desconoce,529
,No inventariada,Calle,Municipal,Se desconoce,530
,No inventariada,Calle,Municipal,Se desconoce,531
,No inventariada,Calle,Municipal,Se desconoce,532
,No inventariada,Calle,Municipal,Se desconoce,533
,No inventariada,Calle,Municipal,Se desconoce,534
,No inventariada,Calle,Municipal,Se desconoce,535
,No inventariada,Calle,Municipal,Se desconoce,536
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,537
,No inventariada,Calle,Municipal,Se desconoce,538
,No inventariada,Calle,Municipal,Se desconoce,539
,No inventariada,Calle,Municipal,Se desconoce,540
,No inventariada,Calle,Municipal,Se desconoce,541
,No inventariada,Calle,Municipal,Se desconoce,542
,No inventariada,Calle,Municipal,Se desconoce,543
,No inventariada,Calle,Municipal,Se desconoce,544
,No inventariada,Calle,Municipal,Se desconoce,545
,No inventariada,Calle,Municipal,Se desconoce,546
,No inventariada,Calle,Municipal,Se desconoce,547
,No inventariada,Calle,Municipal,Se desconoce,548
,No inventariada,Calle,Municipal,Se desconoce,549
,No inventariada,Calle,Municipal,Se desconoce,550
,No inventariada,Calle,Municipal,Se desconoce,551
,No inventariada,Calle,Municipal,Se desconoce,552
,No inventariada,Calle,Municipal,Se desconoce,553
,No inventariada,Calle,Municipal,Se desconoce,554
,No inventariada,Calle,Municipal,Se desconoce,555
,No inventariada,Calle,Municipal,Se desconoce,556
,No inventariada,Calle,Municipal,Se desconoce,557
,No inventariada,Calle,Municipal,Se desconoce,558
,No inventariada,Calle,Municipal,Se desconoce,559
,No inventariada,Calle,Municipal,Se desconoce,560
,No inventariada,Calle,Municipal,Se desconoce,561
,No inventariada,Calle,Municipal,Se desconoce,562
,No inventariada,Calle,Municipal,Se desconoce,563
,No inventariada,Calle,Municipal,Se desconoce,564
,No inventariada,Calle,Municipal,Se desconoce,565
,No inventariada,Calle,Municipal,Se desconoce,566
,No inventariada,Calle,Municipal,Se desconoce,567
,No inventariada,Calle,Municipal,Se desconoce,568
,No inventariada,Calle,Municipal,Se desconoce,569
,No inventariada,Calle,Municipal,Se desconoce,570
,No inventariada,Calle,Municipal,Se desconoce,571
,No inventariada,Calle,Municipal,Se desconoce,572
,No inventariada,Calle,Municipal,Se desconoce,573
,No inventariada,Calle,Municipal,Se desconoce,574
,No inventariada,Calle,Municipal,Se desconoce,575
,No inventariada,Calle,Municipal,Se desconoce,576
,No inventariada,Calle,Municipal,Se desconoce,577
,No inventariada,Calle,Municipal,Se desconoce,578
,No inventariada,Calle,Municipal,Se desconoce,579
,No inventariada,Calle,Municipal,Se desconoce,580
,No inventariada,Calle,Municipal,Se desconoce,581
,No inventariada,Calle,Municipal,Se desconoce,582
,No inventariada,Calle,Municipal,Se desconoce,583
,No inventariada,Calle,Municipal,Se desconoce,584
,No inventariada,Calle,Municipal,Se desconoce,585
,No inventariada,Calle,Municipal,Se desconoce,586
,No inventariada,Calle,Municipal,Se desconoce,587
,No inventariada,Calle,Municipal,Se desconoce,588
,No inventariada,Otro,Municipal,Se desconoce,589
,No inventariada,Calle,Municipal,Se desconoce,590
,No inventariada,Calle,Municipal,Se desconoce,591
,No inventariada,Calle,Municipal,Se desconoce,592
,No inventariada,Calle,Municipal,Se desconoce,593
,No inventariada,Calle,Municipal,Se desconoce,594
,No inventariada,Calle,Municipal,Se desconoce,595
,No inventariada,Calle,Municipal,Se desconoce,596
,No inventariada,Calle,Municipal,Se desconoce,597
,No inventariada,Calle,Municipal,Se desconoce,598
,No inventariada,Calle,Municipal,Se desconoce,599
CV-70,CV-70,Carretera Convencional de calzada única,Autonómica,Ambos,600
,No inventariada,Calle,Municipal,Se desconoce,601
,No inventariada,Calle,Municipal,Se desconoce,602
,No inventariada,Calle,Municipal,Se desconoce,603
,No inventariada,Calle,Municipal,Se desconoce,604
,No inventariada,Calle,Municipal,Se desconoce,605
,No inventariada,Calle,Municipal,Se desconoce,606
,No inventariada,Calle,Municipal,Se desconoce,607
,No inventariada,Calle,Municipal,Se desconoce,608
,No inventariada,Calle,Municipal,Se desconoce,609
,No inventariada,Calle,Municipal,Se desconoce,610
,No inventariada,Calle,Municipal,Se desconoce,611
,No inventariada,Calle,Municipal,Se desconoce,612
,No inventariada,Calle,Municipal,Se desconoce,613
,No inventariada,Calle,Municipal,Se desconoce,614
,No inventariada,Calle,Municipal,Se desconoce,615
,VIALES,Vía de servicio,Municipal,Ambos,616
,No inventariada,Calle,Municipal,Se desconoce,617
,No inventariada,Calle,Municipal,Se desconoce,618
,No inventariada,Calle,Municipal,Se desconoce,619
,No inventariada,Calle,Municipal,Se desconoce,620
,No inventariada,Calle,Municipal,Se desconoce,621
,No inventariada,Calle,Municipal,Se desconoce,622
,No inventariada,Calle,Municipal,Se desconoce,623
,No inventariada,Calle,Municipal,Se desconoce,624
,No inventariada,Calle,Municipal,Se desconoce,625
,No inventariada,Calle,Municipal,Se desconoce,626
,No inventariada,Calle,Municipal,Se desconoce,627
,No inventariada,Calle,Municipal,Se desconoce,628
,No inventariada,Calle,Municipal,Se desconoce,629
,No inventariada,Recinto delimitado,Otra,Se desconoce,630
N-332,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,631
,No inventariada,Calle,Municipal,Se desconoce,632
,No inventariada,Calle,Municipal,Se desconoce,633
,No inventariada,Calle,Municipal,Se desconoce,634
,No inventariada,Calle,Municipal,Se desconoce,635
,No inventariada,Calle,Municipal,Se desconoce,636
,No inventariada,Calle,Municipal,Se desconoce,637
,No inventariada,Calle,Municipal,Se desconoce,638
,No inventariada,Calle,Municipal,Se desconoce,639
,No inventariada,Calle,Municipal,Se desconoce,640
,No inventariada,Calle,Municipal,Se desconoce,641
,No inventariada,Calle,Municipal,Se desconoce,642
,No inventariada,Calle,Municipal,Se desconoce,643
,No inventariada,Calle,Municipal,Se desconoce,644
,No inventariada,Calle,Municipal,Se desconoce,645
,No inventariada,Calle,Municipal,Se desconoce,646
,No inventariada,Calle,Municipal,Se desconoce,647
,No inventariada,Calle,Municipal,Se desconoce,648
,No inventariada,Calle,Municipal,Se desconoce,649
,No inventariada,Calle,Municipal,Se desconoce,650
,No inventariada,Calle,Municipal,Se desconoce,651
,No inventariada,Calle,Municipal,Se desconoce,652
,No inventariada,Calle,Municipal,Se desconoce,653
,No inventariada,Calle,Municipal,Se desconoce,654
,No inventariada,Calle,Municipal,Se desconoce,655
,No inventariada,Calle,Municipal,Se desconoce,656
,No inventariada,Calle,Municipal,Se desconoce,657
,No inventariada,Calle,Municipal,Se desconoce,658
,No inventariada,Calle,Municipal,Se desconoce,659
,No inventariada,Calle,Municipal,Se desconoce,660
,No inventariada,Calle,Municipal,Se desconoce,661
,No inventariada,Calle,Municipal,Se desconoce,662
,No inventariada,Calle,Municipal,Se desconoce,663
,No inventariada,Calle,Municipal,Se desconoce,664
,No inventariada,Calle,Municipal,Se desconoce,665
,No inventariada,Calle,Municipal,Se desconoce,666
,No inventariada,Calle,Municipal,Se desconoce,667
,No inventariada,Calle,Municipal,Se desconoce,668
,No inventariada,Calle,Municipal,Se desconoce,669
,No inventariada,Calle,Municipal,Se desconoce,670
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,671
,No inventariada,Calle,Municipal,Se desconoce,672
,No inventariada,Calle,Municipal,Se desconoce,673
,No inventariada,Calle,Municipal,Se desconoce,674
,No inventariada,Calle,Municipal,Se desconoce,675
,No inventariada,Calle,Municipal,Se desconoce,676
,No inventariada,Calle,Municipal,Se desconoce,677
,No inventariada,Calle,Municipal,Se desconoce,678
,No inventariada,Calle,Municipal,Se desconoce,679
,No inventariada,Calle,Municipal,Se desconoce,680
,No inventariada,Calle,Municipal,Se desconoce,681
,No inventariada,Calle,Municipal,Se desconoce,682
,No inventariada,Calle,Municipal,Se desconoce,683
,No inventariada,Calle,Municipal,Se desconoce,684
,CV-70,Carretera Convencional de calzada única,Autonómica,Descendente,685
,CV-70,Carretera Convencional de calzada única,Autonómica,Descendente,686
,No inventariada,Calle,Municipal,Se desconoce,687
,No inventariada,Calle,Municipal,Se desconoce,688
,No inventariada,Calle,Municipal,Se desconoce,689
,No inventariada,Calle,Municipal,Se desconoce,690
,No inventariada,Calle,Municipal,Se desconoce,691
,No inventariada,Calle,Municipal,Se desconoce,692
,No inventariada,Calle,Municipal,Se desconoce,693
,No inventariada,Calle,Municipal,Se desconoce,694
,No inventariada,Calle,Municipal,Se desconoce,695
,No inventariada,Calle,Municipal,Se desconoce,696
,No inventariada,Calle,Municipal,Se desconoce,697
,No inventariada,Calle,Municipal,Se desconoce,698
,No inventariada,Calle,Municipal,Se desconoce,699
,No inventariada,Calle,Municipal,Se desconoce,700
,No inventariada,Calle,Municipal,Se desconoce,701
,No inventariada,Calle,Municipal,Se desconoce,702
,No inventariada,Calle,Municipal,Se desconoce,703
,No inventariada,Calle,Municipal,Se desconoce,704
,No inventariada,Calle,Municipal,Se desconoce,705
,No inventariada,Calle,Municipal,Se desconoce,706
,No inventariada,Calle,Municipal,Se desconoce,707
,No inventariada,Calle,Municipal,Se desconoce,708
,No inventariada,Calle,Municipal,Se desconoce,709
,No inventariada,Calle,Municipal,Se desconoce,710
,No inventariada,Calle,Municipal,Se desconoce,711
,No inventariada,Calle,Municipal,Se desconoce,712
,No inventariada,Calle,Municipal,Se desconoce,713
,No inventariada,Calle,Municipal,Se desconoce,714
,No inventariada,Calle,Municipal,Se desconoce,715
,No inventariada,Calle,Municipal,Se desconoce,716
,No inventariada,Calle,Municipal,Se desconoce,717
,No inventariada,Calle,Municipal,Se desconoce,718
,No inventariada,Calle,Municipal,Se desconoce,719
,No inventariada,Calle,Municipal,Se desconoce,720
,No inventariada,Calle,Municipal,Se desconoce,721
,CV-785,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,722
,CV-780,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,723
CV-7681,CV-70,Carretera Convencional de calzada única,Autonómica,Ascendente,724
AP-7,AP-7,Autopista de peaje,Estatal,Ascendente,725
,CV-920,Carretera Convencional de calzada única,Autonómica,Descendente,726
,No inventariada,Calle,Municipal,Se desconoce,727
,No inventariada,Calle,Municipal,Se desconoce,728
,No inventariada,Calle,Municipal,Se desconoce,729
,No inventariada,Calle,Municipal,Se desconoce,730
,CV-788,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,731
,CV-720,Carretera Convencional de calzada única,Autonómica,Ascendente,732
,CV-70,Carretera Convencional de calzada única,Autonómica,Ascendente,733
,CV-700,Carretera Convencional de calzada única,Autonómica,Ambos,734
,CV-720,Carretera Convencional de calzada única,Autonómica,Ascendente,735
,CV-720,Carretera Convencional de calzada única,Autonómica,Descendente,736
,No inventariada,Calle,Municipal,Se desconoce,737
,No inventariada,Calle,Municipal,Se desconoce,738
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,739
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,740
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,741
,No inventariada,Calle,Otra,Se desconoce,742
,No inventariada,Calle,Municipal,Se desconoce,743
,No inventariada,Calle,Municipal,Se desconoce,744
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,745
,No inventariada,Calle,Municipal,Se desconoce,746
,CV-745,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,747
,CAMINO,Camino vecinal,Municipal,Ascendente,748
CV-750,N-332,Carretera Convencional de calzada única,Estatal,Ambos,749
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,750
,No inventariada,Otro,Municipal,Se desconoce,751
,No inventariada,Calle,Autonómica,Se desconoce,752
,No inventariada,Calle,Municipal,Se desconoce,753
,CV-737,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,754
,No inventariada,Camino vecinal,Municipal,Ascendente,755
,CV-799,Carretera Convencional de calzada única,Autonómica,Ascendente,756
,CV-804,Carretera Convencional de calzada única,Autonómica,Ascendente,757
,CV-799,Carretera Convencional de calzada única,Autonómica,Ascendente,758
CV-95,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,759
,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,760
,CV-923,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,761
CV-95,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,762
,CV-715,Carretera Convencional de calzada única,Autonómica,Ambos,763
,AP-7,Autopista de peaje,Estatal,Ascendente,764
,CV-774,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,765
,CV-774,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,766
,No inventariada,Calle,Municipal,Se desconoce,767
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,768
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,769
,N-332,Carretera Convencional de calzada única,Estatal,Ambos,770
,N-332a,Carretera Convencional de calzada única,Municipal,Descendente,771
,CV-746,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,772
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,773
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,774
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,775
,No inventariada,Calle,Municipal,Se desconoce,776
,N-332,Carretera Convencional de calzada única,Estatal,Ambos,777
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,778
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,779
,No inventariada,Calle,Municipal,Se desconoce,780
,No inventariada,Otro,Municipal,Ascendente,781
,CV-715,Carretera Convencional de calzada única,Autonómica,Ascendente,782
,CV-755,Carretera Convencional de calzada única,Autonómica,Descendente,783
,CAMINO,Camino vecinal,Municipal,Ambos,784
,CV-913,Carretera Convencional de calzada única,Autonómica,Descendente,785
N-340,N-340,Carretera Convencional de calzada única,Estatal,Descendente,786
,CV-913,Carretera Convencional de calzada única,Autonómica,Ascendente,787
,CV-900,Carretera Convencional de calzada única,Autonómica,Descendente,788
CV-900,CV-911,Carretera Convencional de calzada única,Autonómica,Descendente,789
,CV-900,Carretera Convencional de calzada única,Autonómica,Descendente,790
,CV-900,Carretera Convencional de calzada única,Autonómica,Descendente,791
,CV-900,Carretera Convencional de calzada única,Autonómica,Ascendente,792
,CV-900,Carretera Convencional de calzada única,Autonómica,Descendente,793
,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,794
,CV-911,Carretera Convencional de calzada única,Autonómica,Ascendente,795
,LO CERCA,Camino vecinal,Municipal,Ambos,796
,CV-900,Carretera Convencional de calzada única,Autonómica,Ascendente,797
,No inventariada,Camino vecinal,Otra,Ambos,798
,No inventariada,Camino vecinal,Municipal,Ambos,799
CV-900,CV-900,Carretera Convencional de calzada única,Autonómica,Descendente,800
,CV-913,Carretera Convencional de calzada única,Autonómica,Descendente,801
,No inventariada,Camino vecinal,Otra,Ascendente,802
,CV-911,Carretera Convencional de calzada única,Autonómica,Ascendente,803
,No inventariada,Calle,Municipal,Se desconoce,804
